City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Trat,TH,12.5,102.5,80.98,94,65,1.68,broken clouds
351,Mareeba,AU,-17.0,145.4333,84.33,73,11,2.06,few clouds
352,The Valley,AI,18.217,-63.0578,84.34,70,20,16.11,few clouds
353,Marica,BR,-22.9194,-42.8186,75.36,97,74,6.4,moderate rain
354,Robertsport,LR,6.7533,-11.3686,79.68,86,56,7.52,broken clouds
355,Panji,ID,-7.7253,114.0995,75.47,77,75,6.71,broken clouds
356,Eureka,US,40.8021,-124.1637,71.2,72,19,5.99,few clouds
357,Chinsali,ZM,-10.5414,32.0816,71.42,52,78,3.22,broken clouds
358,Solnechnyy,RU,50.7214,136.6319,36.3,63,2,4.14,clear sky
359,Chestermere,CA,51.0334,-113.8187,71.85,18,20,23.02,few clouds
360,Prince Rupert,CA,54.3161,-130.3201,49.69,74,90,9.22,light rain
361,Niagara Falls,CA,43.1001,-79.0663,69.1,93,90,4.61,mist
362,Russell,US,32.3502,-85.1999,80.2,73,75,3.44,broken clouds
363,Port Macquarie,AU,-31.4333,152.9167,66.88,49,82,7.31,broken clouds
364,Vao,NC,-22.6667,167.4833,72.36,89,3,4.25,clear sky
365,Bengkulu,ID,-3.8004,102.2655,74.28,91,97,3.47,overcast clouds
366,Veracruz,MX,19.3333,-96.6667,78.87,80,80,2.57,broken clouds
367,Sangar,RU,63.9242,127.4739,27.64,82,50,6.26,scattered clouds
368,Luyang,CN,27.6239,110.0989,71.87,75,0,2.64,clear sky
369,Karratha,AU,-20.7377,116.8463,68.41,63,0,4.52,clear sky
370,Goundam,ML,16.4145,-3.6708,95.65,17,99,7.45,overcast clouds
371,Abu Samrah,SY,35.3029,37.1841,67.1,77,0,12.82,clear sky
372,Ambilobe,MG,-13.2,49.05,67.91,83,9,3.47,clear sky
373,Sadove,UA,46.2487,30.1795,55.36,63,96,7.29,overcast clouds
374,Mount Isa,AU,-20.7333,139.5,76.77,22,25,13.8,scattered clouds
375,Suluq,LY,31.6682,20.2521,71.51,54,0,7.67,clear sky
376,Lavrentiya,RU,65.5833,-171.0,27.32,67,14,1.63,few clouds
377,Thunder Bay,CA,48.4001,-89.3168,61.29,86,90,0.0,overcast clouds
378,Viedma,AR,-40.8135,-62.9967,54.07,33,2,5.99,clear sky
379,Vardo,NO,70.3705,31.1107,48.4,78,98,27.76,overcast clouds
380,Pozzallo,IT,36.7305,14.8499,65.05,72,0,4.38,clear sky
381,Erenhot,CN,43.6475,111.9767,43.99,43,74,4.21,broken clouds
382,Manokwari,ID,-0.8667,134.0833,80.67,75,100,6.44,overcast clouds
383,Yulara,AU,-25.2406,130.9889,58.84,33,0,4.61,clear sky
384,Kirovskiy,RU,45.0917,133.5136,48.7,94,96,4.63,moderate rain
385,Mahebourg,MU,-20.4081,57.7,72.25,83,40,11.5,scattered clouds
386,Aklavik,CA,68.2191,-135.0107,34.63,96,100,16.67,overcast clouds
387,Kharp,RU,66.8014,65.8081,29.82,80,100,6.15,overcast clouds
388,Ayagoz,KZ,47.9714,80.4392,39.13,59,100,5.28,overcast clouds
389,Krasnoselkup,RU,65.7,82.4667,20.52,88,38,9.46,scattered clouds
390,Ancud,CL,-41.8697,-73.8203,49.53,75,82,8.41,broken clouds
391,Gritsovskiy,RU,54.1376,38.1604,40.78,79,100,5.53,light rain
392,Nome,US,64.5011,-165.4064,37.17,56,20,5.75,few clouds
393,Kailua,US,21.4022,-157.7394,87.78,65,40,10.36,scattered clouds
394,Lulea,SE,65.5842,22.1547,51.87,82,20,21.85,light rain
395,Vila Franca Do Campo,PT,37.7167,-25.4333,73.2,87,96,4.7,overcast clouds
396,Waipawa,NZ,-41.4122,175.5153,55.02,93,100,4.74,overcast clouds
397,Hamilton,US,39.1834,-84.5333,72.61,86,20,1.01,few clouds
398,Henties Bay,NA,-22.116,14.2845,53.38,91,0,1.68,clear sky
399,Muisne,EC,0.6,-80.0333,80.71,80,78,9.73,broken clouds
400,Sinnamary,GF,5.3833,-52.95,80.15,81,30,11.54,scattered clouds
401,Alcaniz,ES,41.05,-0.1333,58.42,63,100,19.33,overcast clouds
402,Vestmanna,FO,62.1564,-7.1664,47.32,100,75,29.93,broken clouds
403,Wamba,NG,8.9333,8.6,73.49,92,10,1.52,light rain
404,Kloulklubed,PW,7.0419,134.2556,81.1,70,74,8.23,broken clouds
405,Santa Lucia,ES,27.9117,-15.5407,65.52,73,20,25.32,few clouds
406,Te Anau,NZ,-45.4167,167.7167,46.76,97,100,2.04,overcast clouds
407,Mugango,TZ,-1.6833,33.7,71.53,73,99,3.06,overcast clouds
408,Saint-Medard-En-Jalles,FR,44.8969,-0.7214,52.02,94,0,2.3,clear sky
409,Mopti,ML,14.6667,-4.0,92.89,25,90,5.21,overcast clouds
410,Port Lincoln,AU,-34.7333,135.8667,53.87,63,43,28.27,scattered clouds
411,Paamiut,GL,61.994,-49.6678,38.71,76,3,6.24,clear sky
412,Canmore,CA,51.0834,-115.3521,68.25,25,0,9.22,clear sky
413,Sabang,ID,5.8933,95.3214,81.61,76,41,15.12,scattered clouds
414,Gigmoto,PH,13.7796,124.39,81.05,87,100,15.86,light rain
415,Razdolnoye,RU,43.55,131.9167,55.81,96,100,3.96,overcast clouds
416,Shaoguan,CN,24.8,113.5833,74.66,88,0,1.23,clear sky
417,Staryy Nadym,RU,65.6118,72.6842,32.23,83,100,5.66,overcast clouds
418,Poyarkovo,RU,49.6,128.6833,32.29,85,7,5.64,clear sky
419,Arica,CL,-18.475,-70.3042,61.03,72,90,10.36,overcast clouds
420,Whitianga,NZ,-36.8333,175.7,62.02,99,100,10.11,light rain
421,Chumphon,TH,10.3333,98.8333,70.88,96,91,2.37,overcast clouds
422,Porto Novo,BJ,6.4965,2.6036,78.12,88,48,4.79,light rain
423,Rio Gallegos,AR,-51.6226,-69.2181,50.05,32,40,39.12,scattered clouds
424,Shetpe,KZ,44.1667,52.1167,53.47,26,95,14.61,overcast clouds
425,Corowa,AU,-36.0333,146.3833,56.32,91,83,9.33,broken clouds
426,Panama City,PA,8.9936,-79.5197,85.17,71,40,9.22,scattered clouds
427,Daru,PG,-9.0763,143.2092,80.51,79,31,3.85,scattered clouds
428,Raudeberg,NO,61.9875,5.1352,58.78,70,68,10.0,moderate rain
429,Preveza,GR,38.95,20.75,57.11,82,100,0.0,overcast clouds
430,Ojinaga,MX,29.5667,-104.4167,87.57,37,1,10.36,clear sky
431,Green River,US,41.5286,-109.4662,73.18,23,0,3.0,clear sky
432,Muzhi,RU,65.3667,64.6667,29.14,77,40,6.71,scattered clouds
433,Springfield,US,37.2153,-93.2982,74.16,72,1,4.0,clear sky
434,Beckley,US,37.7782,-81.1882,66.7,98,90,8.05,overcast clouds
435,Camden,US,39.7835,-74.9663,80.64,73,85,3.13,overcast clouds
436,Asau,RO,46.4333,26.4,46.76,80,20,2.68,few clouds
437,Aksu,CN,41.1231,80.2644,50.11,66,100,0.98,light rain
438,Ashqelon,IL,31.6693,34.5715,75.09,63,79,7.36,broken clouds
439,Marzuq,YE,14.4,46.4667,76.44,58,95,8.93,overcast clouds
440,Koroni,GR,36.8,21.95,68.07,62,100,4.83,overcast clouds
441,Torbay,CA,47.6666,-52.7314,54.75,92,90,6.91,overcast clouds
442,Petrolina,BR,-9.3986,-40.5008,84.25,32,0,5.75,clear sky
443,Tamworth,GB,52.634,-1.6959,52.63,87,2,5.99,clear sky
444,Saint-Joseph,RE,-21.3667,55.6167,71.98,81,22,10.31,light rain
445,Birjand,IR,32.8663,59.2211,52.27,35,0,6.91,clear sky
446,Inyonga,TZ,-6.7167,32.0667,76.1,47,100,6.35,overcast clouds
447,Lorengau,PG,-2.0226,147.2712,82.18,75,93,5.26,overcast clouds
448,Malie,WS,-13.8004,-171.8469,85.91,66,9,20.67,light rain
449,Komsomolskiy,UZ,40.4272,71.7189,56.12,54,97,2.3,overcast clouds
450,Agadez,NE,19.75,10.25,80.56,19,0,3.91,clear sky
451,Nantucket,US,41.2835,-70.0995,67.03,90,93,9.46,overcast clouds
452,Aden,YE,12.7794,45.0367,88.0,62,67,8.25,broken clouds
453,Noumea,NC,-22.2763,166.4572,80.58,99,1,6.31,clear sky
454,Kapoeta,SS,4.7717,33.5903,76.28,72,78,4.65,broken clouds
455,Anage,BR,-14.6122,-41.1356,82.83,44,5,11.32,clear sky
456,Kurchum,KZ,48.5722,83.6542,39.42,50,86,5.59,overcast clouds
457,Brazzaville,CG,-4.2658,15.2832,79.23,69,60,2.53,broken clouds
458,Alugan,PH,12.2188,125.4808,79.74,89,100,12.88,moderate rain
459,Uglegorskiy,RU,48.2427,41.2531,41.16,52,100,9.33,overcast clouds
460,Manaus,BR,-3.1019,-60.025,84.7,70,40,5.75,scattered clouds
461,Abatskoye,RU,56.2875,70.4555,30.94,94,99,10.29,overcast clouds
462,Faya,SA,18.3851,42.4509,62.71,43,73,0.87,broken clouds
463,Kolvereid,NO,64.8655,11.6047,57.67,74,100,26.42,overcast clouds
464,El Cobre,CU,20.0489,-75.9469,78.24,83,40,2.3,scattered clouds
465,Kavaratti,IN,10.5669,72.642,81.41,79,100,10.87,overcast clouds
466,Tiznit,MA,29.5833,-9.5,62.29,82,91,4.36,overcast clouds
467,Jiangyou,CN,31.7667,104.7167,68.34,89,100,7.4,heavy intensity rain
468,Boende,CD,-0.2167,20.8667,70.07,99,95,2.28,overcast clouds
469,Solenzo,BF,12.1833,-4.0833,81.03,63,32,6.87,scattered clouds
470,Bloomsburg,US,41.0037,-76.4549,75.54,81,99,0.51,overcast clouds
471,Beitbridge,ZW,-22.2167,30.0,63.86,77,34,22.32,scattered clouds
472,Neiafu,TO,-18.65,-173.9833,77.68,94,75,10.36,light rain
473,Maldonado,UY,-34.6667,-54.9167,55.22,68,74,7.63,broken clouds
474,Svetlogorsk,BY,52.6333,29.7333,44.38,75,78,7.31,broken clouds
475,Gravdal,NO,68.1214,13.5031,51.44,81,100,23.51,light rain
476,Anaconda,US,46.1285,-112.9423,76.96,16,44,8.97,scattered clouds
477,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.07,83,5,23.94,clear sky
478,Ankang,CN,32.68,109.0172,71.19,92,83,1.54,broken clouds
479,Ruteng,ID,-8.6136,120.4721,60.8,90,46,2.75,scattered clouds
480,Strangnas,SE,59.3774,17.0312,57.61,81,100,19.84,light rain
481,San Andres,CO,12.5847,-81.7006,80.62,89,75,4.61,broken clouds
482,Broome,US,42.2506,-75.833,67.01,80,90,3.0,overcast clouds
483,Misratah,LY,32.3754,15.0925,77.36,60,0,6.67,clear sky
484,Baisha,CN,26.5222,110.9311,73.92,81,2,3.71,clear sky
485,Tabas,IR,33.5959,56.9244,70.52,21,0,5.59,clear sky
486,Vrangel,RU,42.7297,133.0839,63.43,93,100,7.83,light rain
487,Almeria,ES,37.1667,-2.3333,62.76,61,94,11.21,overcast clouds
488,Lagoa,PT,39.05,-27.9833,70.66,93,29,11.68,scattered clouds
489,Rock Springs,US,41.5875,-109.2029,72.23,16,1,4.0,clear sky
490,Aasiaat,GL,68.7098,-52.8699,25.23,73,100,4.27,overcast clouds
491,Touros,BR,-5.1989,-35.4608,79.7,74,6,14.83,clear sky
492,Cuenca,EC,-2.8833,-78.9833,64.53,68,75,12.66,light rain
493,Teguise,ES,29.0605,-13.564,68.22,78,20,12.66,few clouds
494,Ballitoville,ZA,-29.539,31.2144,58.17,88,90,2.3,light rain
495,Leua,SK,48.2156,18.6071,61.5,55,23,10.67,few clouds
496,Havre-Saint-Pierre,CA,50.2334,-63.5986,50.0,76,75,4.61,broken clouds
497,Roald,NO,62.5833,6.1333,59.92,41,0,9.22,clear sky
498,Almeirim,BR,-1.5233,-52.5817,79.3,79,97,1.83,overcast clouds
499,Rezekne,LV,56.5,27.3167,44.78,82,45,11.41,scattered clouds
500,Rawson,AR,-43.3002,-65.1023,61.14,32,42,6.6,scattered clouds
501,Tommot,RU,58.9564,126.2925,22.46,94,21,2.64,few clouds
502,Latung,PH,5.5,120.8833,83.62,76,100,13.62,overcast clouds
503,Bako,ET,5.7833,36.5667,64.24,85,99,4.12,light rain
504,Oranjestad,AW,12.524,-70.027,85.95,76,20,10.0,few clouds
505,Abu Dhabi,AE,24.4667,54.3667,86.11,62,0,6.91,clear sky
506,Huarmey,PE,-10.0681,-78.1522,66.06,77,72,12.21,broken clouds
507,Adrar,MR,20.5022,-10.0711,93.31,11,8,4.32,clear sky
508,Urshelskiy,RU,55.6783,40.2169,41.5,85,96,1.9,overcast clouds
509,Pemangkat,ID,1.1667,108.9667,78.73,83,100,7.09,overcast clouds
510,Trairi,BR,-3.2778,-39.2689,79.45,81,0,11.48,clear sky
511,Alabaster,US,33.2443,-86.8164,75.88,89,90,5.01,overcast clouds
512,Kristiinankaupunki,FI,62.2743,21.376,54.25,77,100,23.6,overcast clouds
513,Beidao,CN,34.5686,105.8933,50.59,89,100,2.77,moderate rain
514,Hopelchen,MX,19.7667,-89.85,85.28,32,41,4.43,scattered clouds
515,Rocha,UY,-34.4833,-54.3333,49.21,71,68,9.75,broken clouds
516,Opuwo,NA,-18.0607,13.84,66.09,31,0,5.7,clear sky
517,Lerwick,GB,60.1545,-1.1494,51.8,79,100,34.74,overcast clouds
518,Chipiona,ES,36.7366,-6.437,64.62,55,0,9.22,clear sky
519,Praia Da Vitoria,PT,38.7333,-27.0667,71.76,83,20,6.06,few clouds
520,Atar,MR,20.5169,-13.0499,94.44,9,28,8.5,scattered clouds
521,Humaita,BR,-7.5061,-63.0208,87.71,50,98,2.01,moderate rain
522,Maamba,ZM,-17.3667,27.15,77.27,50,94,3.18,overcast clouds
523,Birao,CF,10.2849,22.7882,73.78,84,95,4.9,overcast clouds
524,Siocon,PH,7.7061,122.1353,77.47,93,100,10.42,light rain
525,Aracati,BR,-4.5617,-37.7697,79.9,77,0,17.11,clear sky
526,Fortuna,US,40.5982,-124.1573,70.93,69,20,3.0,few clouds
527,Bakchar,RU,57.0186,82.0711,30.45,99,100,1.77,overcast clouds
528,Luwingu,ZM,-10.2621,29.9271,67.14,74,65,6.26,broken clouds
529,Berbera,SO,10.4396,45.0143,86.97,72,87,6.78,moderate rain
530,Clovis,US,36.8252,-119.7029,93.47,18,1,0.0,haze
531,Kinston,US,35.2627,-77.5816,80.71,57,75,6.91,broken clouds
532,Churapcha,RU,62.0025,132.4325,24.55,93,9,5.64,clear sky
533,Arman,RU,59.7,150.1667,38.01,59,100,15.99,overcast clouds
534,Vangaindrano,MG,-23.35,47.6,68.54,94,25,6.58,scattered clouds
535,Honiara,SB,-9.4333,159.95,83.19,78,19,1.95,few clouds
536,Qarchak,IR,35.4394,51.5689,70.47,35,0,6.69,clear sky
537,Balikpapan,ID,-1.2675,116.8289,74.39,100,75,2.3,thunderstorm with light rain
538,Melhus,NO,63.2855,10.2781,64.06,58,100,13.27,light rain
539,Lisala,CD,2.15,21.5167,71.92,84,73,2.53,broken clouds
540,Envira,BR,-7.3,-70.2167,81.55,68,94,4.74,very heavy rain
541,Kudahuvadhoo,MV,2.6708,72.8944,82.94,75,7,18.19,clear sky
542,Balkhash,KZ,46.844,74.9804,46.9,49,100,7.56,overcast clouds
543,Yurla,RU,59.3259,54.3223,33.12,80,95,4.09,overcast clouds
544,Labuhan,ID,-6.8844,112.2051,77.94,75,100,12.66,overcast clouds
545,Acajutla,SV,13.5928,-89.8275,91.74,70,42,4.29,scattered clouds
546,Sur,OM,22.5667,59.5289,82.53,78,99,15.3,overcast clouds
547,Mackay,AU,-21.15,149.2,80.69,86,15,11.05,few clouds
548,La Ronge,CA,55.1001,-105.2842,64.65,25,40,2.3,scattered clouds
549,Hobyo,SO,5.3505,48.5268,78.28,88,43,18.07,scattered clouds
550,Los Alamos,US,35.8881,-106.307,70.68,39,75,5.01,broken clouds
551,Keti Bandar,PK,24.1447,67.4497,81.88,85,8,16.73,clear sky
552,Caraballeda,VE,10.6112,-66.8522,86.07,66,40,5.75,scattered clouds
553,Rassvet,RU,46.8333,40.75,50.36,54,100,11.18,overcast clouds
554,Changji,CN,44.0167,87.3167,39.99,81,0,4.47,clear sky
555,Tuatapere,NZ,-46.1333,167.6833,48.81,90,100,3.42,overcast clouds
556,Gogrial,SS,8.5332,28.1004,73.85,87,91,3.65,overcast clouds
557,San Cristobal,VE,7.7669,-72.225,78.98,69,49,4.14,scattered clouds
558,Zavyalovo,RU,54.5053,82.4484,35.42,92,100,7.92,overcast clouds
559,Ormara,PK,25.2088,64.6357,81.75,76,7,24.23,clear sky
560,Abalak,RU,58.1286,68.5944,30.49,85,100,8.03,overcast clouds
561,Mairana,BO,-18.1167,-63.9333,63.48,88,83,2.37,broken clouds
562,Pacific Grove,US,36.6177,-121.9166,99.57,60,1,8.01,clear sky
563,Guantanamo,CU,20.1444,-75.2092,81.97,76,41,6.24,scattered clouds
564,Menongue,AO,-14.6585,17.691,64.9,22,12,5.01,few clouds
565,Kenai,US,60.5544,-151.2583,46.02,48,1,6.91,clear sky
566,Provost,CA,52.3501,-110.2683,75.65,23,1,15.59,clear sky
567,Aykhal,RU,66.0,111.5,25.9,86,100,4.32,overcast clouds
568,Thinadhoo,MV,0.5333,72.9333,82.6,77,37,17.72,scattered clouds
569,Capreol,CA,46.706,-80.9225,57.67,96,90,5.01,overcast clouds
570,Luanda,AO,-8.8368,13.2343,73.4,83,20,8.05,few clouds
571,Emirdag,TR,39.0197,31.15,49.28,79,0,2.26,clear sky
572,Jitia,RO,45.5833,26.7167,47.57,74,4,2.19,clear sky
573,Novobessergenevka,RU,47.1847,38.8462,53.01,46,73,16.24,broken clouds
574,Itarema,BR,-2.9248,-39.9167,79.18,83,0,16.26,clear sky
575,Deloraine,AU,-41.5333,146.6667,53.15,100,100,1.74,overcast clouds
576,Sechura,PE,-5.5569,-80.8222,72.3,61,19,20.11,few clouds
577,Phangnga,TH,8.4509,98.5298,85.91,93,57,2.64,broken clouds
578,Brownsville,US,25.9018,-97.4975,86.11,74,20,1.99,few clouds
579,Kolno,PL,53.4115,21.9291,51.91,71,95,11.23,overcast clouds
580,Bosaso,SO,11.2842,49.1816,87.75,61,18,1.39,few clouds
581,Saiha,IN,22.4833,92.9667,68.47,99,99,2.26,overcast clouds
582,Teya,RU,60.3778,92.6267,32.61,98,100,2.55,light snow
583,Constitucion,CL,-35.3333,-72.4167,56.37,67,0,18.39,clear sky
584,Sigli,ID,5.3848,95.9609,77.45,85,80,4.12,broken clouds
585,Qasigiannguit,GL,68.8193,-51.1922,28.65,74,99,2.19,overcast clouds
586,Oktyabrskiy,RU,54.4815,53.471,41.99,69,93,4.68,overcast clouds
587,Esperance,AU,-33.8667,121.9,48.83,71,45,11.12,scattered clouds
588,Wagar,SD,16.1525,36.2032,90.97,37,28,5.97,scattered clouds
589,Baiao,BR,-2.7906,-49.6717,79.56,67,100,0.74,overcast clouds
590,Lyangasovo,RU,58.5176,49.4472,42.31,70,99,3.8,overcast clouds
591,Xuddur,SO,4.1213,43.8894,72.37,74,27,11.41,scattered clouds
592,Alta,NO,69.9689,23.2717,51.06,67,20,1.99,few clouds
593,Svetlyy,RU,54.675,20.1347,51.85,74,73,15.23,broken clouds
594,Matara,LK,5.9485,80.5353,77.14,89,88,7.38,light rain
595,Natal,BR,-5.795,-35.2094,79.45,78,0,8.05,clear sky
596,Prieska,ZA,-29.6641,22.7474,50.02,21,0,4.97,clear sky
597,Piacabucu,BR,-10.4056,-36.4344,76.59,85,7,11.3,clear sky
598,Carballo,ES,43.213,-8.691,58.87,89,86,4.54,overcast clouds
599,Santa Cruz De La Palma,ES,28.6835,-17.7642,71.74,78,0,13.8,clear sky
600,Kosa,RU,59.9445,54.9977,28.63,84,20,3.36,few clouds
601,Anandpur Sahib,IN,31.25,76.5,74.55,77,0,4.05,clear sky
602,Biharamulo,TZ,-2.6319,31.3089,63.12,86,73,2.51,broken clouds
603,Tevaitoa,PF,-16.7833,-151.5,78.58,72,22,9.1,few clouds
604,Ketchikan,US,55.3422,-131.6461,48.18,72,100,10.76,light rain
605,Uchaly,RU,54.2996,59.4521,26.94,89,82,4.76,broken clouds
606,Usinsk,RU,65.9939,57.5281,30.7,80,36,9.73,scattered clouds
607,Ponnani,IN,10.767,75.9252,79.92,91,100,3.51,overcast clouds
608,Rayadrug,IN,14.7,76.8667,78.93,70,15,5.82,few clouds
609,Norman Wells,CA,65.282,-126.8329,35.64,93,90,18.41,light rain and snow
610,Yeppoon,AU,-23.1333,150.7333,76.78,75,1,6.82,clear sky
611,Waingapu,ID,-9.6567,120.2641,74.68,81,64,5.06,broken clouds
612,Mumford,GH,5.2618,-0.759,78.17,90,63,10.29,broken clouds
613,Coahuayana,MX,18.7333,-103.6833,87.28,63,91,5.82,overcast clouds
614,Sohag,EG,26.557,31.6948,77.29,41,0,13.29,clear sky
615,Dores Do Indaia,BR,-19.4633,-45.6017,82.56,37,44,3.69,scattered clouds
616,Kupang,ID,-10.1667,123.5833,76.44,82,46,4.29,scattered clouds
617,Irece,BR,-11.3042,-41.8558,80.71,34,4,14.54,clear sky
618,Baghdad,IQ,33.3406,44.4009,76.91,36,0,8.05,clear sky
619,Takoradi,GH,4.8845,-1.7554,77.52,91,100,7.94,overcast clouds
620,Hambantota,LK,6.1241,81.1185,78.84,85,94,12.68,overcast clouds
621,Malatya,TR,38.5,38.0,55.45,44,0,20.71,clear sky
622,Zhangjiakou,CN,40.81,114.8794,51.08,45,100,9.57,overcast clouds
623,Alpena,US,45.0617,-83.4327,66.34,97,90,1.01,fog
624,Hami,CN,42.8,93.45,45.88,34,0,2.59,clear sky
625,Kalabo,ZM,-14.97,22.6814,72.27,57,75,5.59,broken clouds
626,Moussoro,TD,13.6408,16.4901,90.64,28,25,6.31,scattered clouds
627,San Francisco,US,37.7749,-122.4194,97.3,37,20,3.44,smoke
628,Chino Valley,US,34.7575,-112.4538,81.5,28,1,3.0,clear sky
629,Devils Lake,US,48.1128,-98.8651,75.18,41,1,10.0,clear sky
630,Rudsar,IR,37.1376,50.288,63.36,90,38,2.62,scattered clouds
631,Cam Ranh,VN,11.9214,109.1591,76.96,83,40,4.61,scattered clouds
632,Rogovatoye,RU,51.23,38.3818,48.9,67,87,7.0,overcast clouds
633,Chikmagalur,IN,13.3167,75.7833,68.14,89,84,1.28,heavy intensity rain
634,Balabac,PH,7.9868,117.0645,79.9,81,100,7.85,overcast clouds
635,Remontnoye,RU,46.5614,43.6501,43.21,50,99,13.67,light rain
636,Marienburg,PL,54.0359,19.0266,57.88,70,75,13.04,broken clouds
637,Sabaudia,IT,41.3003,13.0282,70.95,88,1,7.9,clear sky
638,Yar-Sale,RU,66.8333,70.8333,31.39,75,100,6.89,overcast clouds
639,Sioux Lookout,CA,50.1001,-91.917,62.98,67,75,3.44,broken clouds
640,Riyadh,SA,24.6877,46.7219,80.74,16,16,7.43,few clouds
641,Betare Oya,CM,5.6,14.0833,67.23,95,99,3.09,overcast clouds
642,Marfino,RU,55.7028,37.3822,37.65,93,99,4.47,mist
643,Jumla,NP,29.2747,82.1838,52.97,89,44,3.02,scattered clouds
644,Lisakovsk,KZ,52.5369,62.4936,32.52,82,24,10.56,few clouds
645,Nambucca Heads,AU,-30.65,153.0,77.16,43,58,3.65,broken clouds
646,Coxim,BR,-18.5067,-54.76,91.36,35,77,6.85,broken clouds
647,Farafangana,MG,-22.8167,47.8333,69.69,91,20,8.86,few clouds
648,Rantepao,ID,-2.9701,119.8978,66.54,98,100,0.85,overcast clouds
649,Iralaya,HN,15.0,-83.2333,86.09,80,19,6.93,few clouds
650,Bubaque,GW,11.2833,-15.8333,82.27,72,88,2.04,overcast clouds
651,Resistencia,AR,-27.4606,-58.9839,64.45,48,0,11.5,clear sky
652,Ibra,OM,22.6906,58.5334,76.96,80,100,12.8,overcast clouds
653,Lima,PE,-12.0432,-77.0282,61.14,75,90,1.01,overcast clouds
654,Bonthe,SL,7.5264,-12.505,78.67,86,100,3.96,overcast clouds
655,Dicabisagan,PH,17.0818,122.4157,78.06,89,96,3.74,overcast clouds
656,Klichka,RU,50.4457,117.996,32.14,63,94,2.53,overcast clouds
657,Beira,MZ,-19.8436,34.8389,78.89,89,75,3.44,broken clouds
658,Kirakira,SB,-10.4544,161.9205,82.53,78,43,3.56,scattered clouds
659,Ngunguru,NZ,-35.6167,174.5,63.16,96,100,14.83,moderate rain
660,Ballina,AU,-28.8667,153.5667,76.78,46,27,7.7,scattered clouds
661,Thabazimbi,ZA,-24.5917,27.4116,66.09,14,0,1.92,clear sky
662,Nemuro,JP,43.3236,145.575,62.22,84,96,30.76,overcast clouds
663,Parabel,RU,58.6978,81.4825,32.59,96,100,6.42,overcast clouds
664,Pangody,RU,65.85,74.4859,31.57,82,100,6.44,overcast clouds
665,Djenne,ML,13.9061,-4.5533,92.53,27,90,2.8,overcast clouds
666,Maues,BR,-3.3836,-57.7186,81.57,69,95,2.53,moderate rain
667,Milkovo,RU,54.7167,158.6167,44.58,86,100,12.73,overcast clouds
668,Palmer,US,42.1584,-72.3287,69.31,81,90,0.0,light intensity drizzle
669,Terrasini,IT,38.146,13.0844,71.22,64,0,3.44,clear sky
670,Soria,ES,41.6667,-2.6667,42.01,85,16,1.83,few clouds
671,Hualmay,PE,-11.0964,-77.6139,64.98,76,50,9.71,scattered clouds
672,Ust-Tsilma,RU,65.441,52.1498,39.22,92,100,4.88,overcast clouds
673,Poum,NC,-20.2333,164.0167,75.29,84,0,8.88,clear sky
674,Port-Gentil,GA,-0.7193,8.7815,78.76,83,40,8.05,scattered clouds
675,Finschhafen,PG,-6.6024,147.8681,81.63,76,68,2.98,broken clouds
676,Masakin,TN,35.7292,10.5808,76.46,78,20,12.66,few clouds
677,Kontagora,NG,10.3999,5.4695,74.98,81,71,1.48,broken clouds
678,Guarapari,BR,-20.6667,-40.4975,78.69,80,6,19.48,clear sky
679,Zhicheng,CN,30.2956,111.5047,76.84,66,0,3.22,light rain
680,Vargashi,RU,55.3556,65.8467,27.28,93,89,9.35,overcast clouds
681,Naples,IT,40.8333,14.25,71.15,80,0,1.99,clear sky
682,Kropotkin,RU,45.4375,40.5756,54.55,51,100,17.74,moderate rain
683,Nishihara,JP,26.1842,127.7558,81.68,61,40,11.5,scattered clouds
684,Polunochnoye,RU,60.8697,60.4153,26.26,90,60,3.36,broken clouds
685,Cap Malheureux,MU,-19.9842,57.6142,72.46,75,21,5.99,light rain
686,La Primavera,CO,5.4906,-70.4092,82.89,73,87,6.17,overcast clouds
687,Namtsy,RU,62.7161,129.6658,24.91,90,9,5.95,clear sky
688,Marsaxlokk,MT,35.8419,14.5431,71.08,78,0,3.44,clear sky
689,Urgut,UZ,39.4022,67.2431,46.02,43,2,1.21,clear sky
690,Melbu,NO,68.5044,14.8297,50.9,80,100,14.92,moderate rain
691,Nogliki,RU,51.8333,143.1667,41.5,79,93,13.22,overcast clouds
692,Cozumel,MX,20.5083,-86.9458,86.11,73,40,3.0,scattered clouds
693,Rongcheng,CN,30.634,117.8517,73.29,81,0,4.09,clear sky
694,Bairiki,KI,1.3292,172.9752,86.0,66,20,11.5,few clouds
695,Tutoia,BR,-2.7619,-42.2744,80.2,81,43,16.28,scattered clouds
696,Roman,RO,46.9167,26.9167,50.81,68,31,4.38,scattered clouds
697,Marsta,SE,59.6216,17.8548,58.21,82,0,20.71,clear sky
698,Mokhsogollokh,RU,61.4681,128.9203,24.73,86,14,4.68,few clouds
699,Jiayuguan,CN,39.8167,98.3,42.46,47,100,8.57,overcast clouds
700,Kampot,KH,10.6167,104.1833,77.05,86,68,4.0,light rain
701,Berdigestyakh,RU,62.0989,126.6992,25.25,83,16,4.83,few clouds
702,Batemans Bay,AU,-35.7167,150.1833,69.19,75,44,3.22,scattered clouds
